window,scale_km,zcast,nflics,netncc
3,9,0.07863921934984373,0.023846539512308276,0.04225168147577929
9,27,0.08830913332774752,0.027241180596103535,0.05417626108326141
25,75,0.11207480566821136,0.036266043380989245,0.10030164984579909
49,147,0.13903513392892664,0.048747932570739526,0.18378315797352215
81,243,0.1592232019401649,0.06394604546121375,0.277274180540555
121,363,0.17243016299480898,0.08318323774524387,0.35799050211973427
