window,scale_km,zcast,nflics,netncc
3,9,0.15828243135237513,0.00465940022034714,0.0895051122744224
9,27,0.18520025044043167,0.005942138151225084,0.12163917462167403
25,75,0.22889546784679643,0.010333886548193472,0.24937720418728893
49,147,0.2373584982487638,0.017608446510316098,0.3828797894181292
81,243,0.22103501999644792,0.02977013518227643,0.4636542351647862
121,363,0.2045429039710282,0.04290215494188405,0.5144896603637699
