window,scale_km,zcast,nflics,netncc
3,9,0.06958951879436509,0.03301924940757459,0.08961626664639452
9,27,0.0816826179370266,0.04081441862258198,0.10734030613187584
25,75,0.10856516153561929,0.05962994883336468,0.15604472880219766
49,147,0.13313638762333604,0.08211755463923784,0.21982679424190396
81,243,0.14635452649991523,0.10262085112000452,0.2735612298962451
121,363,0.15172452071731127,0.11912852842504813,0.30770070485218787
