window,scale_km,zcast,nflics,netncc
3,9,0.14248380074805347,0.13621938129539263,0.04206019783217952
9,27,0.17880427437345894,0.15691359812083727,0.05553993559702134
25,75,0.2684802350532437,0.20065070958195183,0.1018450928066017
49,147,0.36198805718941873,0.23877385591836608,0.1712726169291806
81,243,0.42927404857110407,0.2635742254740119,0.2320607904567269
121,363,0.4723691418530926,0.28026183402418364,0.2715877739534259
