window,scale_km,zcast,nflics,netncc
3,9,0.06150629702531606,0.01749707791647564,0.06266523137434664
9,27,0.06836110430722342,0.020622825241359864,0.07293749987687628
25,75,0.08531471964788549,0.029482809588333027,0.10253155567152587
49,147,0.10373425860501104,0.04000966352078877,0.14884895098595444
81,243,0.11932000836845055,0.0533092064179413,0.1954165557962183
121,363,0.13083629275381392,0.07194080028006643,0.23070819788403268
