window,scale_km,zcast,nflics,netncc
3,9,0.10388138724390875,0.013571551680189258,0.1525294589986661
9,27,0.11887782027286678,0.016660332813120432,0.181071282884396
25,75,0.1545444355019087,0.026867242118232066,0.2701355673773205
49,147,0.1848443996898141,0.04129666651735403,0.39997767597365846
81,243,0.1981126462981704,0.061059503398462917,0.5075115279949066
121,363,0.20097064900725436,0.08719204092575254,0.5753532700728637
