window,scale_km,zcast,nflics,netncc
3,9,0.25617378010883285,0.12597753052097768,0.22337498845896855
9,27,0.30613672302689626,0.13665517743923164,0.26642659795826046
25,75,0.4355603513775146,0.1596111862336222,0.4107729004404621
49,147,0.5659959150852144,0.1817539597759253,0.6302051054345451
81,243,0.6342582301517643,0.1989244984163644,0.7791197786554138
121,363,0.6608798349953658,0.21282748959069156,0.8556392016378892
