window,scale_km,zcast,nflics,netncc
3,9,0.08951387019380014,0.011649123296569638,0.128090896089745
9,27,0.10195578686393053,0.015373518865020835,0.15480267137042167
25,75,0.12711718760007815,0.024781634221074062,0.25063215208037987
49,147,0.1437581337315245,0.032648237233911546,0.3819753359835671
81,243,0.14901404490676784,0.04136578997922336,0.4754096522962458
121,363,0.14998388546477198,0.05739406004467433,0.5388672447524797
