window,scale_km,zcast,nflics,netncc
3,9,0.22259854075537672,0.12788018934957388,0.21407415439668168
9,27,0.2847030682870014,0.13810728032442474,0.26911864234797933
25,75,0.44856832540134595,0.15713075922366435,0.45544333765896516
49,147,0.6005504185748325,0.1720656396308431,0.6923192349917994
81,243,0.6741497670522867,0.18199310498693788,0.8319497368083895
121,363,0.7012297335258729,0.1903082988631675,0.8941256868711347
