window,scale_km,zcast,nflics,netncc
3,9,0.08490164725376083,0.05469480143144274,0.09433730347237249
9,27,0.09661417574150424,0.06201943716324116,0.10839497626827281
25,75,0.12768944305884283,0.08190338978113183,0.147767752169323
49,147,0.16808716250362654,0.10742360369686012,0.20308828276562998
81,243,0.2010399371176805,0.13183127779945533,0.24580318861094536
121,363,0.22184055179146828,0.15482565261025516,0.2744466392900287
