window,scale_km,zcast,nflics,netncc
3,9,0.243983966641661,0.10941055621209692,0.19695180567686654
9,27,0.2898235734075794,0.11924650432930635,0.23488914709875588
25,75,0.4012892676967345,0.1409298825286601,0.3661826406892727
49,147,0.5055215824120095,0.1628827802290234,0.5771239665899158
81,243,0.5577041524330625,0.18032224012253326,0.7205886434663639
121,363,0.5764829472477596,0.1937381674834567,0.7982622595952356
