window,scale_km,zcast,nflics,netncc
3,9,0.17129819582231903,0.1238478166436659,0.22165872800095693
9,27,0.20537415537843576,0.13551005226248666,0.2624219680197141
25,75,0.2969539800906006,0.1610195055418469,0.3880769669922043
49,147,0.4060442215087633,0.18724536180717943,0.5652240756843038
81,243,0.48728226991345974,0.20937220559801123,0.6952065153464253
121,363,0.5294742117494055,0.22730184350408422,0.7664164734677138
