window,scale_km,zcast,nflics,netncc
3,9,0.22883395689454478,0.05942083196466781,0.20356185032557736
9,27,0.2632703492103526,0.06514994281861498,0.23794853433990973
25,75,0.34357413060800196,0.08037161775298599,0.35710543997739597
49,147,0.4073247044356108,0.09888638853201738,0.5453071648680027
81,243,0.4280129661065353,0.11608913057672053,0.6826131410414994
121,363,0.42620039985004415,0.1341144316392993,0.7502320425888919
