window,scale_km,zcast,nflics,netncc
3,9,0.15584707092204908,0.13275812004144752,0.08737383680295575
9,27,0.197177430161105,0.14567704354634944,0.11113728380949627
25,75,0.3019053143237944,0.17023323548870817,0.18699751293155056
49,147,0.4071477915645782,0.18903419127586596,0.29487478106422754
81,243,0.47745446221812265,0.20169858139954608,0.39379313571844665
121,363,0.5188518526595937,0.21250793254143474,0.46182462819359754
