window,scale_km,zcast,nflics,netncc
3,9,0.1742092861919369,0.13250359017828592,0.23108743479087224
9,27,0.21779103606166209,0.14373903996127257,0.2775464651041054
25,75,0.3360747102424496,0.16541698957413167,0.409498313090655
49,147,0.463462456407466,0.1828732433094135,0.5721221982467485
81,243,0.5449690963278294,0.19612255134858292,0.6860672923836978
121,363,0.5857846022212854,0.20830341915316808,0.7506249609311847
