window,scale_km,zcast,nflics,netncc
3,9,0.14797422596299648,0.07014749330024608,0.18546738807406604
9,27,0.17115140438695978,0.07835726885054065,0.217724619835978
25,75,0.23014022285475116,0.09833176877810768,0.32358943477622604
49,147,0.2964997475232296,0.12105524553192405,0.49174851231112243
81,243,0.33920465177781217,0.1421626078771264,0.6211901838660837
121,363,0.35523073193228555,0.16345937024414875,0.6937100839189905
