window,scale_km,zcast,nflics,netncc
3,9,0.15201189666595877,0.029025453573569292,0.16120321274482494
9,27,0.18328699009280772,0.035566065907277164,0.20531536474237613
25,75,0.2503082271870069,0.049171426038730114,0.3488299431603544
49,147,0.28586757787331285,0.06236321158230424,0.5049843803775032
81,243,0.28301084534581106,0.07628330206947631,0.6038334247773918
121,363,0.26968407188544535,0.08964777674463399,0.6847576570410664
