window,scale_km,zcast,nflics,netncc
3,9,0.12266457033166696,0.09044346818682229,0.1821603646455072
9,27,0.15489851221211445,0.10196639950584237,0.23241694715517572
25,75,0.23281232563558393,0.12446281258355062,0.3759880153750232
49,147,0.3056906354525558,0.14313605701117948,0.5391275362985112
81,243,0.34728042198622106,0.15569160802527104,0.6533221645488843
121,363,0.36644390797998494,0.16523127480581432,0.7158268504799284
