window,scale_km,zcast,nflics,netncc
3,9,0.1703878106573664,0.12852863123284008,0.22250604904030324
9,27,0.20862873678637114,0.1399435602552587,0.2646531729257714
25,75,0.3127877693903594,0.16315666549103724,0.3908289944421627
49,147,0.43104385960883945,0.18439266370673146,0.5629191645416953
81,243,0.5142678549675074,0.20211022979854212,0.6889439247424726
121,363,0.5580849539244285,0.21771288456113358,0.756645755330857
