window,scale_km,zcast,nflics,netncc
3,9,0.0938504257784101,0.017185507434922493,0.1545436014024471
9,27,0.10667898346630977,0.02097554431413697,0.17901980169643616
25,75,0.13950432203565122,0.030598709553265144,0.2622015056839533
49,147,0.1717382077214631,0.04308486572009713,0.3724896229155579
81,243,0.19039575577281082,0.05788926409329273,0.45710063710440296
121,363,0.19757417660284074,0.0810714593907581,0.5091631980023315
