window,scale_km,zcast,nflics,netncc
3,9,0.09983238759989627,0.059901258661085824,0.10301190866624522
9,27,0.11959379901446979,0.070983949390443,0.1269480624451795
25,75,0.17014191851084534,0.09871831987937778,0.19928537253318349
49,147,0.22789415759645504,0.1313965274164556,0.3018920030947076
81,243,0.2663768196522026,0.15701279548950972,0.3972713153777
121,363,0.2883213045834428,0.17862865590581622,0.4732847446358467
