window,scale_km,zcast,nflics,netncc
3,9,0.13552235868687132,0.1399622687419041,0.0856781471430671
9,27,0.1691157571260447,0.16293001268784094,0.10991800846611752
25,75,0.25659038016935976,0.2134106499155241,0.18454038406217696
49,147,0.35443214003816825,0.25987519636950696,0.29669144788555013
81,243,0.4312778602623399,0.29204139472305646,0.4202316219501029
121,363,0.48319452839443583,0.31379844164547077,0.5252821601313784
