window,scale_km,zcast,nflics,netncc
3,9,0.0829551814390377,0.04823490414350545,0.09081945862215571
9,27,0.0942373553099844,0.05558852817026593,0.10615259060238562
25,75,0.12248738766663117,0.07474767881153511,0.1485345838453848
49,147,0.15727255090975464,0.098105102104594,0.2127842609125805
81,243,0.1853876916012542,0.1193745629910272,0.27443243888511404
121,363,0.2013738786723427,0.13929106772414082,0.3104945952410742
