window,scale_km,zcast,nflics,netncc
3,9,0.10499285101639509,0.08386801292999048,0.09025327396737783
9,27,0.12107898739954666,0.09387177025989743,0.11361835759428067
25,75,0.16167611752811586,0.11855595262634977,0.1905632118320001
49,147,0.21191866898866762,0.14850693381289162,0.31011018360459003
81,243,0.25430002952348363,0.17434127347386014,0.4320018677959285
121,363,0.2820806712132242,0.1949996420041216,0.5364619989769107
