window,scale_km,zcast,nflics,netncc
3,9,0.07881020115440782,0.03137610845939586,0.03372538061845033
9,27,0.09297516387988079,0.03877692572445827,0.044870185039031944
25,75,0.12253967804130418,0.05811206321584411,0.08231140247292426
49,147,0.14863772839614603,0.08201709105173823,0.1414003739492016
81,243,0.16234848514959133,0.10488060758308254,0.2087612411680577
121,363,0.1681939194705012,0.12390335589914682,0.2804460499646997
