window,scale_km,zcast,nflics,netncc
3,9,0.0433832771944187,0.010336345511814442,0.05349060061869175
9,27,0.04908039381205624,0.013345503985912496,0.06365988088095699
25,75,0.06140165947984994,0.021367194510201807,0.08480004057741672
49,147,0.07125503449726597,0.027384467602944957,0.10452142915144919
81,243,0.07835069902943749,0.03250920397425653,0.12245908083838837
121,363,0.08478111265625483,0.03979421471279722,0.14100188422393767
