window,scale_km,zcast,nflics,netncc
3,9,0.11467579154165336,0.09918161328353335,0.10986886420290377
9,27,0.13269004229303466,0.1101412563033528,0.13476273824821178
25,75,0.18082443869552842,0.13714375866837406,0.21052468042820469
49,147,0.2425132391586671,0.1687168206460305,0.3298349055354072
81,243,0.2924183498987588,0.19438865919298942,0.44318237983738396
121,363,0.32439950080932645,0.21441061695125588,0.534371882457069
