window,scale_km,zcast,nflics,netncc
3,9,0.07129272712137893,0.011306039898102064,0.06549056669287806
9,27,0.0807827817183341,0.013845982806452346,0.08276514585035356
25,75,0.10359644482040314,0.022365241462683996,0.1426676112302688
49,147,0.1269258206508768,0.03441902720541355,0.23332600081363283
81,243,0.14495484301064707,0.0499740378142132,0.3236732853252169
121,363,0.15683271698104756,0.07129195288103352,0.4086615053050433
