window,scale_km,zcast,nflics,netncc
3,9,0.10722176207994737,0.019457591317850166,0.17146403573115612
9,27,0.12141528853447639,0.02257024944167948,0.2013208107831345
25,75,0.15793158617308228,0.03168112530805197,0.2936724187844712
49,147,0.19883610050789724,0.044390572149428244,0.40939610021540673
81,243,0.22747374901714099,0.061249414936456886,0.49613222834896564
121,363,0.2383065429221468,0.08533129033443435,0.5495949934460008
