window,scale_km,zcast,nflics,netncc
3,9,0.12025057946668435,0.10135873951032216,0.09445590762543617
9,27,0.14744188749432147,0.11776547088125808,0.1204269178798847
25,75,0.21441869042716852,0.15493036365417473,0.19678487556636926
49,147,0.2884136642707491,0.19248223137712528,0.30168568896248993
81,243,0.3443229020840099,0.22085796314978975,0.40482855377230187
121,363,0.38123542332140703,0.2428897884464399,0.49341313001183834
