window,scale_km,zcast,nflics,netncc
3,9,0.10570148242426868,0.03322267034093387,0.18069880296541493
9,27,0.11924222899201135,0.03799059452338871,0.20723655068438132
25,75,0.1539835429636792,0.05041261999635378,0.29735268237608836
49,147,0.19174931867369271,0.06645290573913748,0.4113340190805082
81,243,0.21353239195808085,0.08437350759981747,0.4839884705582166
121,363,0.22240776791930322,0.10464953653125082,0.5230364974204171
