window,scale_km,zcast,nflics,netncc
3,9,0.14870027113397288,0.10920146190719096,0.19555987034764852
9,27,0.19039185121054222,0.12027472721423774,0.24717731063618506
25,75,0.29439277915098755,0.13967151292388164,0.39483321139663846
49,147,0.3892707353708955,0.15354599854428297,0.5692026428487303
81,243,0.440118903380833,0.1616726308144331,0.6919934555125636
121,363,0.4618776525418871,0.16754927835669328,0.7572096791828965
